label,youtube_id,time_start,time_end,split
deadlifting,COfQBqTgT34,39,49,train
deadlifting,w3dFTMQWTFI,11,21,train
deadlifting,l5FGv1bgvYk,13,23,train
deadlifting,f8IT7FOxj7A,4,14,train
deadlifting,47bTdVzFK-8,10,20,train
deadlifting,brTghPqTCQM,4,14,train
deadlifting,M0BoqTyjHZ4,229,239,train
deadlifting,6A3RolOKQso,4,14,train
deadlifting,M-HcrMw609A,18,28,train
deadlifting,-POFas4iSsM,61,71,train
deadlifting,Ha9z_I1TDks,0,10,train
deadlifting,82HJJnV4Nuo,0,10,train
deadlifting,-Qc3fWKTszo,10,20,train
deadlifting,zp7d4JR-iYQ,9,19,train
deadlifting,bBbhgs_Wlos,6,16,train
deadlifting,sGxujaBZWEI,1,11,train
deadlifting,s2uPXyB01ik,27,37,train
deadlifting,4hZlnQPP5aQ,8,18,train
deadlifting,oAjkqIQClTI,66,76,train
deadlifting,Ka_w45f3kpU,13,23,train
deadlifting,DVzXRWO-mqo,13,23,train
deadlifting,7E3Yy5egGW0,10,20,train
deadlifting,523sWrqVeVc,7,17,train
deadlifting,KBymd5t4nGo,5,15,train
deadlifting,9hhr8nfLb_g,587,597,train
deadlifting,h4zz_FJO0Wo,16,26,train
deadlifting,tBWSRt8GX6k,21,31,train
deadlifting,f4iM0NVL7Ts,17,27,train
deadlifting,hgVDDvTG1Es,77,87,train
deadlifting,PLIDIDwXJ1M,2,12,train
deadlifting,6A6dOA90_YQ,4,14,train
deadlifting,6A3W2eoVovo,2,12,train
deadlifting,f7Q6unWYhgE,2,12,train
deadlifting,WacrhSNF0vI,27,37,train
deadlifting,RVj4yJnnDUA,30,40,train
deadlifting,WFP63TZMP_4,0,10,train
deadlifting,Hm1-XgpbK98,0,10,train
deadlifting,b67dhXQSmnA,36,46,train
deadlifting,DW4vMgjhFdU,4,14,train
deadlifting,g9w5S5JJ0Jo,3,13,train
deadlifting,Rs_xE523sX0,24,34,train
deadlifting,IPToHwhidLs,15,25,train
deadlifting,xb3ACXMS6m0,8,18,train
deadlifting,gCiIXzsPPzQ,12,22,train
deadlifting,hYT-pWY1A-g,0,10,train
deadlifting,HnnfFKrmb9w,19,29,train
deadlifting,3h5arRCtWmw,4,14,train
deadlifting,l8qplp0g7C8,5,15,train
deadlifting,KbP82xYX4RU,28,38,train
deadlifting,5S2dFB_90lk,7,17,train
deadlifting,hgMohHik5GI,0,10,train
deadlifting,n7vGxp_EdqA,43,53,train
deadlifting,JIj3aJ8uvrk,0,10,train
deadlifting,KrGzQiUdMXA,17,27,train
deadlifting,aEuAZUFpXv8,2,12,train
deadlifting,brjcdGbSTDc,8,18,train
deadlifting,x0KfHhk5hIY,0,10,train
deadlifting,dc44CzJnl3k,84,94,train
deadlifting,D8WbkcYelp4,0,10,train
deadlifting,m9TyHu53wXs,10,20,train
deadlifting,ZSzrrNVMnUo,7,17,train
deadlifting,bORD1ED0tpU,11,21,train
deadlifting,xbsQQTGJA4k,33,43,train
deadlifting,Apw1wpSkvkk,0,10,train
deadlifting,W-TJTV9LK4s,175,185,train
deadlifting,OcLUkxX8VHU,15,25,train
deadlifting,mB0cnPaVCWk,0,10,train
deadlifting,COStT7vo6ZA,4,14,train
deadlifting,pb22v5_3yNA,15,25,train
deadlifting,7dABaKptClY,34,44,train
deadlifting,cEEncd-Zyt4,3,13,train
deadlifting,14w9S4R-08I,6,16,train
deadlifting,GTsavPJ02Nw,5,15,train
deadlifting,35e3aaAGZlA,2,12,train
deadlifting,9u_CE1OPz7g,34,44,train
deadlifting,Aqc48dFkst8,26,36,train
deadlifting,7dSj7V4ITTU,43,53,train
deadlifting,U6rJig6LJM8,0,10,train
deadlifting,joiEtTHpfd4,46,56,train
deadlifting,j88Va1I2Rk4,580,590,train
deadlifting,WWKsCZ3TmQ0,10,20,train
deadlifting,Hv8OOsAFnqU,49,59,train
deadlifting,rVJqNcYBvrc,3,13,train
deadlifting,Z03rL1iOyyc,14,24,train
deadlifting,I8s79F5cJT0,0,10,train
deadlifting,uEg-YFyGnKQ,11,21,train
deadlifting,aRjb5kRnNfo,1,11,train
deadlifting,ZeB37b9ucjM,2,12,train
deadlifting,THwHCIdsEHc,44,54,train
deadlifting,LWrvBSxCMsw,1,11,train
deadlifting,rfsFxvSgmmA,49,59,train
deadlifting,Zn30ImaRAbM,2,12,train
deadlifting,pAiRCSDEjL8,5,15,train
deadlifting,hYgFXQyef_U,16,26,train
deadlifting,3W1-8hRFlY8,0,10,train
deadlifting,3llEyaxlpTc,62,72,train
deadlifting,c6japVNpnh8,4,14,train
deadlifting,J0ToYGERn-E,27,37,train
deadlifting,hf16kGKdmyY,29,39,train
deadlifting,7gxC3a_VnaI,21,31,train
deadlifting,f8JP_rpS1dE,4,14,train
deadlifting,Nab-ZecNpTY,50,60,train
deadlifting,FDJI7zoi_mU,4,14,train
deadlifting,SeeFCd-NH-U,18,28,train
deadlifting,4hpdtQwMevk,19,29,train
deadlifting,2KC0K6332yM,5,15,train
deadlifting,35b583-PbZw,24,34,train
deadlifting,AAiwh3Ol4-k,12,22,train
deadlifting,78msKPMIMHs,19,29,train
deadlifting,g2XghFAvC8A,0,10,train
deadlifting,i98Oq-Q3nGQ,5,15,train
deadlifting,oe-zz-zYKoc,59,69,train
deadlifting,k9pmg_LZx4w,11,21,train
deadlifting,KbaumJyJxl0,130,140,train
deadlifting,brzNjDfs1gc,0,10,train
deadlifting,0U93BB0lNAg,1,11,train
deadlifting,35klkZCosgo,30,40,train
deadlifting,8dChCdt4-5o,44,54,train
deadlifting,W-vjclcL7N0,1,11,train
deadlifting,br6ekMdM79E,4,14,train
deadlifting,O7BP_Hc0XXQ,10,20,train
deadlifting,Kbo0Il24rvc,30,40,train
deadlifting,P2m2Def98kc,24,34,train
deadlifting,obV3ogFIO8I,24,34,train
deadlifting,SW8CByupnQc,0,10,train
deadlifting,FDa8Sb8xUog,5,15,train
deadlifting,6g0r07v46HM,11,21,train
deadlifting,HhVLS_4gYgk,8,18,train
deadlifting,2JRAb3wepXo,25,35,train
deadlifting,bTTyfbDTllE,160,170,train
deadlifting,6KBedoEPW8k,10,20,train
deadlifting,m-PI5FnCep4,31,41,train
deadlifting,6A7bQCdMbxg,1,11,train
deadlifting,yzJ6CmjSbPQ,7,17,train
deadlifting,NnvLgDWsQbU,113,123,train
deadlifting,KJHQDahsufw,30,40,train
deadlifting,IR-mTsXnBns,0,10,train
deadlifting,LcI4dd9D3wo,0,10,train
deadlifting,f8D_m-7gtq0,5,15,train
deadlifting,XyEO9Y7VAYw,12,22,train
deadlifting,8LPHewbi9j0,4,14,train
deadlifting,6eK12lyDEZc,0,10,train
deadlifting,oei9TkPcRHU,6,16,train
deadlifting,Kbee2SrEf4I,50,60,train
deadlifting,4cgQLwhm9Us,13,23,train
deadlifting,IR1pczDoBL0,43,53,train
deadlifting,AX_FZohpByY,28,38,train
deadlifting,c54m-C072uU,14,24,train
deadlifting,x8IbjZdMitU,0,10,train
deadlifting,mmG9GSS0bpA,18,28,train
deadlifting,3iDHUwcOxwo,2,12,train
deadlifting,kCH9pdGfMBs,6,16,train
deadlifting,gL9aPxnu5wY,110,120,train
deadlifting,KBUHZTjfnBs,21,31,train
deadlifting,7dSDtwZkuD4,112,122,train
deadlifting,oxXxfu1BX9Q,5,15,train
deadlifting,w5JlTxJP9bQ,134,144,train
deadlifting,C9P6KQH1Kew,90,100,train
deadlifting,Hvfs-5IoOVM,22,32,train
deadlifting,AqLNgstDFAA,121,131,train
deadlifting,RtIa6p6Kbq8,6,16,train
deadlifting,DXvJV6XNkrA,4,14,train
deadlifting,9hcPKUUtwZ0,23,33,train
deadlifting,85H_a2W5lGY,2,12,train
deadlifting,52tRN6EWv0E,116,126,train
deadlifting,o5PStkT7-K8,23,33,train
deadlifting,gWYGMDEi2_M,17,27,train
deadlifting,ECJqoseDHJY,2,12,train
deadlifting,cEGpzxeBmdM,2,12,train
deadlifting,JD9J2f4UgCY,52,62,train
deadlifting,j9r-HjDhq28,94,104,train
deadlifting,mwSwgZgHBl0,0,10,train
deadlifting,COXFUhiZgJg,25,35,train
deadlifting,w8se5HOFbro,38,48,train
deadlifting,s5vtzKmo83A,0,10,train
deadlifting,m4WFp-mxuOE,17,27,train
deadlifting,A8oRk2APKQQ,18,28,train
deadlifting,6AkAde1qN84,8,18,train
deadlifting,Kg_mpbCv3Os,7,17,train
deadlifting,DWMNM8x8MFA,4,14,train
deadlifting,KhEsiIGxmMw,62,72,train
deadlifting,DBBfySWQC78,20,30,train
deadlifting,5mrY89JMmmA,47,57,train
deadlifting,-gfiq14hrWs,5,15,train
deadlifting,f4ULtzbUXaM,0,10,train
deadlifting,ox622UIZuO4,0,10,train
deadlifting,9GH7sh6R78g,59,69,train
deadlifting,7IjiCIRn5Pw,96,106,train
deadlifting,c51QGkX6Asg,2,12,train
deadlifting,RkfG-H1Rkds,0,10,train
deadlifting,O8D1fbJWspQ,9,19,train
deadlifting,7-54IOrgAsQ,13,23,train
deadlifting,Uuz73-ygyFM,1,11,train
deadlifting,C3K9ojehBgo,10,20,train
deadlifting,9vBlkYJaUHQ,5,15,train
deadlifting,PbHCPasUA4Y,77,87,train
deadlifting,r2IX7qvq9Y8,48,58,train
deadlifting,Hn3hY_HT3QU,21,31,train
deadlifting,jgtSxz9V_n4,20,30,train
deadlifting,ahWKlglcsIM,32,42,train
deadlifting,M773iY0-YyQ,0,10,train
deadlifting,_oPDJqEoRps,13,23,train
deadlifting,O1a2QLe2tzg,8,18,train
deadlifting,HnBoPrxTX2M,3,13,train
deadlifting,HnYvWPCsDsM,19,29,train
deadlifting,AqWl63fpWYw,85,95,train
deadlifting,PLPM6l1KuJw,35,45,train
deadlifting,v_YYTkuoR20,4,14,train
deadlifting,ICiVe_Fi45g,98,108,train
deadlifting,N-Q3TytvwUY,13,23,train
deadlifting,28F7Mgvxxc0,35,45,train
deadlifting,L1l1Gw2Tqjg,149,159,train
deadlifting,IAtkWLos26Y,11,21,train
deadlifting,6A1NT4Uu3Q8,57,67,train
deadlifting,ZXMbZCSEE5A,9,19,train
deadlifting,144WxQyE9Ow,4,14,train
deadlifting,1mFDEiF2jKI,19,29,train
deadlifting,ii171NUd8rc,157,167,train
deadlifting,sfy9ZZBq1Ic,3,13,train
deadlifting,-gk9vSxgShA,6,16,train
deadlifting,VvzjZ3W4UQ4,63,73,train
deadlifting,HevCFMilaWo,24,34,train
deadlifting,H4tSzcDbXOQ,16,26,train
deadlifting,OaOMsXSyPbs,6,16,train
deadlifting,bTZSZtsEE-8,5,15,train
deadlifting,S8J49L5wYjI,6,16,train
deadlifting,85H7M07QzDw,2,12,train
deadlifting,IAuggzHRKrU,27,37,train
deadlifting,_XvgoY7cupA,6,16,train
deadlifting,WU0F9IWjKGQ,10,20,train
deadlifting,5c_Jyx0i_hw,2,12,train
deadlifting,eBTYOQQeZWA,0,10,train
deadlifting,bOJbKA4adGA,10,20,train
deadlifting,6vXiOy-eoL4,10,20,train
deadlifting,8490K6wsYpo,16,26,train
deadlifting,fdlBOnNnrw4,35,45,train
deadlifting,fzkoUz1-NH4,2,12,train
deadlifting,DWPYKzW0eWc,30,40,train
deadlifting,brGcH3eR0Yg,16,26,train
deadlifting,jFN0OZqGvNg,0,10,train
deadlifting,6AmhtqdwCuI,12,22,train
deadlifting,f9L2tM-7sng,13,23,train
deadlifting,a8SEXU1ozt0,3,13,train
deadlifting,IPe1FnYlW2k,1,11,train
deadlifting,9hOmoQNSz-I,3,13,train
deadlifting,e3xerNWMiY8,6,16,train
deadlifting,0eZurfXm8j4,12,22,train
deadlifting,JCuac5YvV9w,175,185,train
deadlifting,n1x_YjS4YRU,6,16,train
deadlifting,QgrIv8ZAuTM,4,14,train
deadlifting,GSNNqQJZMdw,6,16,train
deadlifting,8LOUYBWPpEs,74,84,train
deadlifting,f8VYtbCxGt4,39,49,train
deadlifting,DW_x4OdOiw4,29,39,train
deadlifting,jFbhIU6rz0I,11,21,train
deadlifting,rfQTWlykNRM,2,12,train
deadlifting,joEjz3ILMIw,2,12,train
deadlifting,lgF2F7Z6OmU,179,189,train
deadlifting,h6gE4iqRXaM,5,15,train
deadlifting,wu1JOumMCY4,19,29,train
deadlifting,DW6pyAECF64,13,23,train
deadlifting,6oXHDYBDwUk,14,24,train
deadlifting,35LVJcbTNCU,0,10,train
deadlifting,ZOSxd_H7AmQ,4,14,train
deadlifting,-N46de8x4EU,17,27,train
deadlifting,I5Zobx9lTVc,0,10,train
deadlifting,AquG9zGOZGc,12,22,train
deadlifting,GqTFFm28rjE,2,12,train
deadlifting,g6bIb-odH3M,5,15,train
deadlifting,DkMEHv_kdSU,18,28,train
deadlifting,Z2hT4DyqF5c,6,16,train
deadlifting,Wp27cv-l9Iw,6,16,train
deadlifting,RVeFeSrZYKw,6,16,train
deadlifting,GzqnlJlScYc,3,13,train
deadlifting,8D9DLc8gNGA,22,32,train
deadlifting,2FaQ4vFAL_4,10,20,train
deadlifting,q4c-SSfzOt8,0,10,train
deadlifting,NnnAkeE7tMU,5,15,train
deadlifting,KbaVxmCQdow,3,13,train
deadlifting,11BcP5ybcyw,14,24,train
deadlifting,E1Uoskj3Txw,2,12,train
deadlifting,jfykVSVKICE,18,28,train
deadlifting,7dHs8bjzpvE,24,34,train
deadlifting,34nv9arPXZo,9,19,train
deadlifting,obkuu2-Vl6w,0,10,train
deadlifting,IvMlXXQco24,33,43,train
deadlifting,Pd0WRooBpa4,18,28,train
deadlifting,ha5VdaoPZEw,9,19,train
deadlifting,m2GBaOO440s,1,11,train
deadlifting,oxZ30yHvZpo,19,29,train
deadlifting,2FbCTkwFyTc,15,25,train
deadlifting,1FJ8pVv0RDE,3,13,train
deadlifting,2azlVRUbX3E,51,61,train
deadlifting,OGLdRRN8_Ys,12,22,train
deadlifting,3DcCyho1ZTo,0,10,train
deadlifting,ij-B3_B9AVE,14,24,train
deadlifting,D5ilfzNsvYY,12,22,train
deadlifting,BFtkbUR__oU,2,12,train
deadlifting,DXRPJzQC0rM,0,10,train
deadlifting,Mh2Ec6uH_oE,9,19,train
deadlifting,4pj4N1youZo,0,10,train
deadlifting,COQ5oENkATg,0,10,train
deadlifting,oxGsPlkZwFc,11,21,train
deadlifting,6AeZfofIdsc,37,47,train
deadlifting,6PFVBWoBWMs,18,28,train
deadlifting,p3u1rwmpSMc,0,10,train
deadlifting,_2zS-wpkIYg,3,13,train
deadlifting,9mDzdzN9RVU,21,31,train
deadlifting,qosuZPI09lc,70,80,train
deadlifting,Ka4IM-ypn8E,16,26,train
deadlifting,nRi3DRLvYtk,30,40,train
deadlifting,8LLrxwo2PxI,31,41,train
deadlifting,1JRtYzWeH4w,8,18,train
deadlifting,5sz5p_i4ePI,4,14,train
deadlifting,hHAWTqHcynQ,57,67,train
deadlifting,DXx988AolII,19,29,train
deadlifting,miyFaqIeinQ,20,30,train
deadlifting,C1FAxJVbpYI,4,14,train
deadlifting,Apt0r_rDqwI,1,11,train
deadlifting,YsDcm04Busk,135,145,train
deadlifting,-QcSkIaJC-s,127,137,train
deadlifting,zvJ1eKkxi38,11,21,train
deadlifting,9GVYpaTSNcs,28,38,train
deadlifting,MA9Wff2qFnM,6,16,train
deadlifting,Q0Qof1rXvss,62,72,train
deadlifting,lAEzcQ3QHXE,44,54,train
deadlifting,e4OoII0h5O0,12,22,train
deadlifting,Hm1AOLcFBAs,54,64,train
deadlifting,HvCB0k1o-Xk,4,14,train
deadlifting,h6T9UPZyL7Y,38,48,train
deadlifting,5JLJVEDe148,15,25,train
deadlifting,VCIXjO12IoA,10,20,train
deadlifting,k5eH1yHJ1Uk,14,24,train
deadlifting,HviRp1Jcl6w,66,76,train
deadlifting,IR6DuXVkXps,22,32,train
deadlifting,Zn8VknyS89E,1,11,train
deadlifting,B03qMMq6AkQ,18,28,train
deadlifting,ccs0WsJ9qEM,5,15,train
deadlifting,NESHhfNBBwI,9,19,train
deadlifting,Ee6JBTXU10M,31,41,train
deadlifting,8iO5iNGxLIQ,2,12,train
deadlifting,rF_n_LA0pTc,60,70,train
deadlifting,bTZAqP37ksE,29,39,train
deadlifting,LXHmi_KbuMY,8,18,train
deadlifting,KxHtl3_6cQg,2,12,train
deadlifting,gC3S-7wx9uw,29,39,train
deadlifting,COcsSWTPpaA,14,24,train
deadlifting,mELaRshOFjs,42,52,train
deadlifting,8a_cG6JXTjs,201,211,train
deadlifting,xGzNkmvIc3U,23,33,train
deadlifting,f8S8HjPx33E,20,30,train
deadlifting,j7DJymdRcDo,27,37,train
deadlifting,N9OqEwNx2X4,1,11,train
deadlifting,1bBSBLB40FU,2,12,train
deadlifting,iHcWli8uNdA,7,17,train
deadlifting,oxsx6DgzKvU,2,12,train
deadlifting,xbVH0pv2Vb0,13,23,train
deadlifting,L6wxT_GTCsk,10,20,train
deadlifting,lb2nZOKWChc,1,11,train
deadlifting,-eP9y4hFogU,22,32,train
deadlifting,FC_d6GBP32w,50,60,train
deadlifting,6r9NZPRDz9M,28,38,train
deadlifting,fzjlHBagJUM,7,17,train
deadlifting,zvRU8Tn5LCM,6,16,train
deadlifting,ucQQGT9sQ8Y,43,53,train
deadlifting,vTtEpdckx8Y,20,30,train
deadlifting,IbB82i2RCXg,12,22,train
deadlifting,LCv8G1el_7s,6,16,train
deadlifting,GIfMMq3Nl6o,2,12,train
deadlifting,AqwioxvgZU4,56,66,train
deadlifting,kARlsdtiz_o,9,19,train
deadlifting,8LLagUnXra8,29,39,train
deadlifting,-C0vqfcUqJY,15,25,train
deadlifting,DXFNYs9T1h0,39,49,train
deadlifting,pHZHTVULlec,0,10,train
deadlifting,68-8Ib-SyOc,3,13,train
deadlifting,JcW-hm1nEK8,1,11,train
deadlifting,G3YqGWHExDI,14,24,train
deadlifting,NnxLaoa-Ti8,9,19,train
deadlifting,cEEJv06rOes,14,24,train
deadlifting,b7p2kOJk1OQ,7,17,train
deadlifting,3Wf-PoZZz-E,40,50,train
deadlifting,br4KutXc7HA,3,13,train
deadlifting,2Di6VpSuArg,3,13,train
deadlifting,j9ojWDalbLA,0,10,train
deadlifting,IPKbUa75Nvw,4,14,train
deadlifting,MGVnhYKinvo,0,10,train
deadlifting,lI-IsgIkf0A,6,16,train
deadlifting,IAtHHCHkUn4,19,29,train
deadlifting,OP3LrlxnT58,8,18,train
deadlifting,34-XA9bvIHo,27,37,train
deadlifting,vKa04Kk-UzU,1,11,train
deadlifting,U-tN3YAz3uQ,24,34,train
deadlifting,l42A_k5uh5w,3,13,train
deadlifting,mluwKDoq7P0,155,165,train
deadlifting,OCukpr1bRuo,21,31,train
deadlifting,OGJfdYn-XsI,13,23,train
deadlifting,6pHa8rAsqJc,73,83,train
deadlifting,EanlOcJAV7g,46,56,train
deadlifting,MA5_z380ivQ,42,52,train
deadlifting,jy8ZT94gZsg,2,12,train
deadlifting,c60ysMmNLfk,3,13,train
deadlifting,w4TdFZeMneE,6,16,train
deadlifting,hYe5rH29zbQ,153,163,train
deadlifting,x8mN-KtcAZs,4,14,train
deadlifting,r3w6gRzfVqw,0,10,train
deadlifting,kB-ChLN6oj0,27,37,train
deadlifting,Huv-kMRL3pk,50,60,train
deadlifting,ZSzh8KcaF9o,15,25,train
deadlifting,P1Sv99wdQkU,5,15,train
deadlifting,E-CTyMY5ZsE,1,11,train
deadlifting,U-jGFq-i0oA,8,18,train
deadlifting,4ckmwMmTGKM,28,38,train
deadlifting,p7LjJ3_ifPc,101,111,train
deadlifting,9vSb28P8u98,150,160,train
deadlifting,9vJPASEIMv4,85,95,train
deadlifting,FCi-XPWPdfo,2,12,train
deadlifting,Q-d-2JKm3s4,0,10,train
deadlifting,fwo7hhbjssg,14,24,train
deadlifting,K8_ZBVZpDXc,12,22,train
deadlifting,3WlS6-AvL7Q,14,24,train
deadlifting,-TJW8b3nwdU,12,22,train
deadlifting,BQF_4YWRNSI,5,15,train
deadlifting,1mGtXtvdmHs,114,124,train
deadlifting,O0devAJzgbE,5,15,train
deadlifting,hghOu39rU40,20,30,train
deadlifting,HCqZv6RWAx8,72,82,train
deadlifting,c0j92fqJjj8,8,18,train
deadlifting,pg8Lcv6t-TE,6,16,train
deadlifting,U2Zab1EJM6M,0,10,train
deadlifting,96zg5zWEFqk,0,10,train
deadlifting,PEbRsh7nAdk,18,28,train
deadlifting,C1BpEqOQLbQ,327,337,train
deadlifting,cAvtpRSqRxM,5,15,train
deadlifting,2b4kDyUisPg,14,24,train
deadlifting,Igv5fGB5_HA,57,67,train
deadlifting,p7bAUFGwp3w,5,15,train
deadlifting,b53VsmrMxDQ,24,34,train
deadlifting,oyFaOEw3SHE,0,10,train
deadlifting,PGnfSkeYDqA,20,30,train
deadlifting,OsvhVCEuXFc,32,42,train
deadlifting,Aqnbh6H-FZs,2,12,train
